Record.ID,Citation,Identifiers,Links
815,"['(May 24/31, 2000)', '(April 30, 2025)']","['10.1186/s41073-025-00163-1', '10.5281/zenodo.14107216', '10.17226/29231', '10.1629/uksg.663', '10.1186/s41073-023-00128-2']","['https://www.science.org/content/article/450-question-should-journals-pay-peer-reviewers', 'https://doi.org/10.1629/uksg.663', 'https://www.aaas.org/sites/default/files/2022-10/OpenAccessSurveyReport_Oct2022_FINAL.pdf', 'https://www.ecfr.gov/current/title2/subtitle-A/chapter-II/part-200', 'https://www.csescienceeditor.org/article/the-changing-landscape-of-oa-ta/', 'https://scholarlykitchen.sspnet.org/2021/06/16/whats-wrong-with-paying-forpeer-review/', 'https://www.deltathink.com/news-views-open-access-chargesprice-increases-back-on-trend', 'https://www.heritage.org/government-regulation/report/why-pricecontrols-prescription-drugs-would-harm-seniors', 'https://plos.org/financial-overview/', 'https://sustainingknowledgecommons.org/2021/02/10/some-limitations-of-doaj-metadata-forresearch-purposes/', 'https://www.ecfr.gov/current/title-2/subtitle-A/chapter-II/part-200/section200.461', 'https://marketmonetarist.com/2013/07/29/beating-the-iron-law-of-publicchoice-a-reply-to-peter-boettke', 'https://www.govexec.com/management/2020/04/we-know-almost-nothingabout-costs-grant-administration/164440', 'https://op.europa.eu/s/z8RB', 'https://www.reaganlibrary.gov/archives/speech/radio-address-nationoil-prices', 'https://elifesciences.org/annual-reports', 'https://www.wolterskluwer.com/en/expertinsights/authors-equator-network', 'https://stm-assoc.org/what-we-do/strategic-areas/social-responsibility/diversityinclusion/accessibility-resources-for-academic-publishers/', 'https://www.hoover.org/research/price-controls-still-bad-idea', 'https://op.europa.eu/en/publication-detail/-/publication/08da357e-926e-11ee-8aa601aa75ed71a1/language-en', 'https://jamanetwork.com/journals/jama/fullarticle/2832868', 'https://doi.org/10.1186/s41073-025-00163-1', 'https://www.coalition-s.org/blog/journal-comparison-service-analysis-of-the-2022-data/', 'https://youtu.be/yuhuKiTw4n8', 'https://www.deltathink.com/news-views-total-value-of-scholarly-journalsmarket', 'https://publicationethics.org/guidance/guideline/guest-edited-collections', 'https://doi.org/10.17226/29231', 'https://ncses.nsf.gov/pubs/nsb20257', 'https://www.insidehighered.com/news/government/science-researchpolicy/2024/08/29/open-access-expansion-threatens-academic', 'https://www.springernature.com/gp/reviewers/reviewersatisfaction', 'https://united2act.org/wpcontent/uploads/2024/11/trust-markers-united2act.pdf', 'https://www.equator-network.org/reporting-guidelines/', 'https://ondemand.sspnet.org/Title/e57561df-a949-49d8-87795b03a470e28e', 'https://econ.sites.northeastern.edu/wiki/microeconomics/markets-and-government/the-unintendedconsequences-of-price-ceilings-a-historical-overview/', 'https://researchintegrityjournal.biomedcentral.com/articles/10.1186/s41073-023-00128-2', 'https://www.elsevier.com/open-access', 'https://plos.org/fees/', 'https://www.csis.org/analysis/innovation-lightbulbbreaking-down-private-sector-research-and-development', 'https://thefdp.org/wp-content/uploads/FDP-FWS-2018-Primary-Report.pdf', 'https://stm-assoc.org/what-we-do/strategic-areas/standards-technology/stm-trends-2028/', 'https://doi.org/10.5281/zenodo.14107216', 'https://www.stm-publishing.com/global-scientific-technical-publishing-2023-2027', 'https://www.wipo.int/web/global-innovation-index/w/blogs/2024/end-of-yearedition', 'https://blogs.lse.ac.uk/impactofsocialsciences/2025/09/11/shaking-up-the-scholarly-publishing-marketwhy-caps-on-apcs-could-backfire/', 'https://mises.org/journal-libertarianstudies/failure-bolshevism-and-its-aftermath', 'https://www.cogr.edu/changes-federal-research-requirements-1991', 'https://www.kwglobal.com/blog/pay-peer-reviewers/', 'https://stm-assoc.org/what-we-do/strategic-areas/research-integrity/integrityhub/', 'https://bidenwhitehouse.archives.gov/wp-content/uploads/2023/11/Open-AccessPublishing-of-Scientific-Research.pdf']"
818,['(see Springer Nature Annual Report 2024)'],[],"['https://stories.springernature.com/oa-report-2024/', 'https://annualreport.springernature.com/2024/pdfs/Springer_Nature_Annual_report_24_FULL.pdf', 'https://www.ecfr.gov/current/title-45/subtitleA/subchapter-A/part-75/subpart-E/subject-group-ECFR5d90ba314caea08/section-75.461', 'https://www.springernature.com/gp/advancing-discovery/springboard/blog/blogposts-open-research/partnerships-to-gain-trust-and-advance-open-science/18767374', 'https://nap.nationalacademies.org/catalog/29231/simplifying-research-regulations-and-policiesoptimizing-american-science', 'https://www.springernature.com/gp/advancing-discovery/springboard/blog/blogposts-trustintegrity/harnessing-technology-to-strengthen-research-integrity/27802690', 'https://www.springernature.com/gp/snapp', 'https://www.scholcommlab.ca/2025/09/03/nih-apc-caps/', 'https://stories.springernature.com/oa-report-2024/))', 'https://www.ecfr.gov/current/title-2/subtitle-A/chapter-II/part-200/subpart-E/subject-group-ECFRed1f39f9b3d4e72/section-200.461', 'https://www.springernature.com/gp/open-science/journals-books/journals/going-for-gold-reach-andimpact', 'https://www.researchsquare.com/', 'https://www.ecfr.gov/current/title-2/subtitleA/chapter-II/part-200/subpart-E/subject-group-ECFRed1f39f9b3d4e72/section-200.461', 'https://www.whitehouse.gov/wp-content/uploads/2025/03/OSTP-Guidance-for-GSS-June-2025.pdf)', 'protocols.io', 'https://www.whitehouse.gov/wp-content/uploads/2025/03/OSTP-Guidance-for-GSS-June-2025.pdf', 'https://www.whitehouse.gov/wpcontent/uploads/2025/03/OSTP-Guidance-for-GSS-June-2025.pdf', 'https://www.springernature.com/gp/advancing-discovery/research-integrity)', 'https://www.nih.gov/sites/default/files/2025-08/2025-gss.pdf)', 'https://group.springernature.com/gp/group/media/press-releases/transparent-peer-review-now-standard-for-nature/27788498', 'https://www.springernature.com/gp/open-science/journalsbooks/journals/going-for-gold-reach-and-impact', 'https://www.springernature.com/gp/advancing-discovery/research-integrity', 'https://www.nature.com/nature-portfolio/editorialpolicies/reporting-standards)', 'https://www.springernature.com/gp/advancing-discovery/researchintegrity)', 'https://zenodo.org/records/14013060)', 'https://www.springernature.com/gp/open-science/journals-books/journals/going-for-gold-reach-and-impact', 'https://www.springernature.com/gp/advancing-discovery/springboard/blog/blogposts-openresearch/partnerships-to-gain-trust-and-advance-open-science/18767374', 'https://www.springernature.com/gp/advancing-discovery/research-integrity))', 'https://www.ecfr.gov/current/title-45/subtitle-A/subchapter-A/part-75/subpart-E/subject-group-ECFR5d90ba314caea08/section-75.461', 'https://www.nature.com/nature-portfolio/editorial-policies/reporting-standards))', 'https://www.nih.gov/sites/default/files/202508/2025-gss.pdf)', 'https://www.ecfr.gov/current/title-45/subtitle-A/subchapter-A/part-75/subpartE/subject-group-ECFR5d90ba314caea08/section-75.461', 'https://group.springernature.com/gp/group/media/press-releases/transparent-peer-review-nowstandard-for-nature/27788498)', 'https://www.protocols.io/', 'https://www.springernature.com/gp/advancing-discovery/springboard/blog/blogposts-trust-integrity/harnessing-technology-to-strengthen-research-integrity/27802690', 'https://zenodo.org/records/14013060', 'https://grants.nih.gov/grants/policy/nihgps/html5/section_7/7.9_allowability_of_costs_activities.htm', 'https://annualreport.springernature.com/2024/pdfs/Springer_Nature_Annual_report_24_FULL.pdf))', 'https://nap.nationalacademies.org/catalog/29231/simplifying-research-regulations-and-policies-optimizing-american-science', 'https://group.springernature.com/gp/group/media/press-releases/transparent-peer-review-nowstandard-for-nature/27788498', 'https://www.springernature.com/gp/reviewers/reviewer-satisfaction', 'https://annualreport.springernature.com/2024/pdfs/Springer_Nature_Annual_report_24_FULL.pdf)', 'https://www.nih.gov/sites/default/files/2025-08/2025-gss.pdf', 'https://www.ecfr.gov/current/title-2/subtitle-A/chapter-II/part-200/subpart-E/subject-groupECFRed1f39f9b3d4e72/section-200.461', 'https://group.springernature.com/gp/group/media/pressreleases/transparent-peer-review-now-standard-for-nature/27788498', 'https://www.nature.com/nature-portfolio/editorial-policies/reporting-standards', 'https://www.springernature.com/gp/researchers/sharedit', 'https://www.deltathink.com/newsviews-total-value-of-scholarly-journals-market', 'https://www.springernature.com/gp/open-science/journals-books/journals/going-for-goldreach-and-impact', 'https://stories.springernature.com/oa-report-2024/index.html', 'https://stories.springernature.com/oa-report-2024/)—a', 'https://www.springernature.com/gp/editors/research-integrity', 'https://www.deltathink.com/news-views-total-value-of-scholarly-journals-market', 'https://www.springernature.com/gp/snapp)']"
819,[],[],"['https://blogs.lse.ac.uk/impactofsocialsciences/2025/09/11/shaking-up-the-scholarly-publishing-market-why-caps-on-apcs-could-backfire/', '050.html', 'https://irp.nih.gov/our-research/irpreview-process', 'https://coara.org/)', 'https://www.cos.io/', 'https://www.nationalacademies.org/our-work/roundtable-on-aligning-incentives-for-open-science#:~:text=The%20Roundtable%20on%20Aligning%20Incentives%20for%20Open%20Science%20of%20the,and%20ways%20to%20move%20forward.', 'https://bidenwhitehouse.archives.gov/wp-content/uploads/2023/11/Open-AccessPublishing-of-Scientific-Research.pdf)', 'https://grants.nih.gov/grants/guide/notice-files/NOT-OD1168', 'https://www.embo.org/features/the-cost-of-scientific-publishing/)', 'https://zenodo.org/records/14013060)', 'https://grants.nih.gov/grants/guide/notice-files/NOT-OD-17-050.html', 'https://blogs.lse.ac.uk/impactofsocialsciences/2025/09/11/shaking-up-thescholarly-publishing-market-why-caps-on-apcs-could-backfire/)', 'https://lifecyclejournal.org/)', 'https://arxiv.org/abs/1801.08992', 'https://www.nationalacademies.org/ourwork/roundtable-on-aligning-incentives-for-open-science)', 'https://www.embo.org/features/the-cost-of-scientific-publishing/', 'https://zenodo.org/records/14013060', 'https://cos.io/top', 'https://sfdora.org/read/)', 'https://grants.nih.gov/grants/guide/notice-files/NOT-OD-21-013.html', 'https://arxiv.org/abs/1801.08992)', 'https://www.cos.io/initiatives/top-guidelines', 'https://coara.org/', 'https://grants.nih.gov/grants/guide/notice-files/NOT-OD-21013.html', 'https://sfdora.org/read/', 'https://lifecyclejournal.org/', 'https://grants.nih.gov/grants/guide/notice-files/NOT-OD-18-011.html', 'https://bidenwhitehouse.archives.gov/wp-content/uploads/2023/11/Open-Access-Publishing-of-Scientific-Research.pdf', 'https://irp.nih.gov/our-research/irp-review-process']"
822,['Review (2018)'],[],"['https://link.springer.com/article/10.1007/s11192-021-04021-w', 'https://www.deltathink.com/news-views-market-sizing-update-2024-has-oa-hit-a-peak', 'https://theplosblog.plos.org/2022/01/acknowledging-reviewers/', 'https://plos.org/libraries/agreements/global-equity/', 'https://nap.nationalacademies.org/catalog/27520/rethinking-researcher-assessment-and-incentives-at-us-academic-institutions', 'https://dera.ioe.ac.uk/31330/1/CBP-8151%20_Redacted.pdf', 'https://theplosblog.plos.org/2025/02/plos-price-transparency-update-2024/', 'https://grants.nih.gov/grants/guide/notice-files/NOT-OD-25-138.html', 'https://www.nationalacademies.org/our-work/rethinking-researcher-assessment-and-incentives-at-u-s-academic-institutions-a-workshop', 'https://theplosblog.plos.org/2019/09/what-we-learned-by-publishing-peer-review-history/', 'https://publons.com/community/gspr', 'https://plos.org/libraries/agreements/community-action-publishing/', 'https://theplosblog.plos.org/2025/07/theres-more-to-research-than-citations-understanding-knowledge-sharing-practices-with-open-science-indicators/', 'https://plos.org/redefining-publishing/', 'https://www.digital-science.com/resources/portfolio-reports/state-of-open-data-2024-special-report/', 'https://onlinelibrary.wiley.com/doi/10.1002/leap.2006', 'https://theplosblog.plos.org/', 'https://www.ouvrirlascience.fr/', 'https://plos.org/gates-foundation-partnership/', 'https://theplosblog.plos.org/2025/03/why-we-need-to-go-beyond-the-article-to-transform-research/', 'https://plos.org/resource/open-peer-review/']"
823,[],['10.1007/s11192-023-04894-0'],"['https://link.springer.com/article/10.1007/s11192-023-04894-0)', 'https://www.cambridge.org/core/services/openresearch/journal-cost-transparency', 'https://www.cambridge.org/core/services/openresearch/transparent-pricing-policy-for-journals']"
824,['Consolidation and Increases (2024)'],[],"['https://credit.niso.org/', 'https://www.deltathink.com/news-views-open-access-charges-continued-consolidation-andincreases-3', 'https://www.ecfr.gov/current/title-45/subtitle-A/subchapter-A/part-75/subpart-D/subject-groupECFR78b08d9c95aad03/section-75.322', 'https://www.ecfr.gov/current/title-45/subtitle-A/subchapter-A/part-75/subpart-D/subject-group-ECFR78b08d9c95aad03/section-75.322', 'https://www.deltathink.com/news-views-open-access-charges-continued-consolidation-and-increases-3']"
825,"['(Sept. 3, 2025)']","['10.3233/ISU-150775', '10.5281/zenodo.10729575', '10.7910/DVN/3XDMNF', '10.1126/science.adi1570', '10.1371/journal.pbio.2004089']","['https://brill.com/display/book/edcoll/9789004459076/BP000016.xml)', 'https://www.scholcommlab.ca/2025/09/03/nih-apc-caps/', 'https://www.whitehouse.gov/wp-content/uploads/2025/03/OSTP-Guidance-for-GSS-June-2025.pdf)', 'https://journals.sagepub.com/doi/10.3233/ISU-150775)', 'https://doi.org/10.1371/journal.pbio.2004089).', 'https://www.coalition-s.org/wpcontent/uploads/PlanS_Principles_and_Implementation_310519.pdf)', 'https://www.coalition-s.org/whyhybrid-journals-do-not-lead-to-full-and-immediate-open-access/)', 'https://www.iastatedigitalpress.com/jlsc/article/id/12727/))', 'https://www.nih.gov/about-nih/nihdirector/statements/nih-establish-new-policies-allowable-publication-costs):', 'https://firstmonday.org/ojs/index.php/fm/article/view/12941).', 'https://libraries.mit.edu/scholarly/publishing/framework/)', 'https://www.leidenmadtrics.nl/articles/assessment-reform-and-publishing-reform-need-to-go-hand-inhand)', 'https://doi.org/10.7910/DVN/3XDMNF', 'https://www.science.org/doi/10.1126/science.adi1570).', 'https://open-sciencemonitoring.org/principles/).', 'https://doi.org/10.5281/zenodo.10729575', 'https://facts.mit.edu/research-highlights/)', 'https://digitalcommons.unl.edu/scholcom/132/))', 'https://grandchallenges.pubpub.org/pub/final/release/3)', 'https://www.science.org/content/article/pay-publish-model-open-access-pricing-scientists))']"
826,[],[],"['https://wellcomeopenresearch.org/', 'https://investinopen.org/state-of-open-infrastructure-2025/sooi-foreword-2025/', 'https://gatesopenresearch.org/', 'https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf', 'https://www.tandfonline.com/openaccess/f1000']"
829,[],[],"['https://grants.nih.gov/grants/guide/notice-files/NOT-OD-25-138.html', 'www.asme.org']"
831,[],[],"['https://www.elsevier.com/about/policies-and-standards/digital-archive', 'https://www.octopus.ac/', 'https://stm-assoc.org/', 'https://www.cos.io/', 'https://www.cell.com/news-do/star-methods', 'https://stm-assoc.org/what-we-do/strategic-areas/research-integrity/integrity-hub/', 'https://scholarlykitchen.sspnet.org/2021/06/16/whats-wrong-with-paying-for-peer-review/]', 'https://publicationethics.org/guidance/cope-position/editorialindependence]', 'https://www.elsevier.com/connect/results-masked-review-peer-review-withoutpublication-bias]', 'https://www.elsevier.com/about/policies-andstandards/pricing#1-publishing-charges]', 'https://www.cell.com/news-do/star-methods]', 'https://stmassoc.org/what-we-do/strategic-areas/research-integrity/integrity-hub/]', 'https://www.octopus.ac/]', 'https://op.europa.eu/en/publication-detail/-/publication/08da357e-926e-11ee-8aa6-01aa75ed71a1/language-en/format-PDF/source-297748120', 'https://www.elsevier.com/books-and-journals/journal-pricing/apc-pricelist', 'https://op.europa.eu/en/publication-detail/-/publication/08da357e-926e-11ee-8aa601aa75ed71a1/language-en/format-PDF/source-297748120]', 'https://www.elsevier.com/researcher/author/tools-and-resources/research-data/open-data]', 'https://www.nih.gov/sites/default/files/2025-08/2025-gss.pdf]', 'https://www.cos.io/]', 'https://www.nih.gov/sites/default/files/2025-08/2025-gss.pdf', 'https://stm-assoc.org/]', 'https://publicationethics.org/guidance/cope-position/editorial-independence', 'https://scholarlykitchen.sspnet.org/2021/06/16/whats-wrong-with-paying-for-peer-review/', 'https://www.elsevier.com/about/policies-and-standards/pricing', 'https://www.cos.io/initiatives/top-guidelines', 'https://www.elsevier.com/researcher/author/tools-and-resources/research-data/open-data', 'https://open-research-europe.ec.europa.eu/', 'https://open-researcheurope.ec.europa.eu/]', 'https://www.elsevier.com/about/policies-and-standards/pricing#1-publishing-charges', 'https://www.elsevier.com/connect/results-masked-review-peer-review-without-publication-bias', 'https://www.elsevier.com/about/policies-and-standards/digital-archive]', 'https://www.elsevier.com/books-and-journals/journal-pricing/apc-pricelist]', 'https://www.cos.io/initiatives/top-guidelines]', 'https://www.elsevier.com/about/policies-and-standards/pricing]']"
832,[],"['40265152', 'PMC12011323', '10.20411/pai.v10i2.819']",[]
838,"['(May 28, 2025)', '(Sep. 3, 2025)', '(last visited Sep. 9, 2025)', '(Jul. 23, 2024)', '(Mar. 24, 2022)', '(Aug. 20, 2025)', '(April 16, 2024)', '(March 11, 2025)', '(Dec. 18, 2024)', '(May 13, 2021)']","['10.1073/pnas.2420092122', '10.1073/pnas.2412688121']","['https://www.researchprofessionalnews.com/rr-news-uk-views-of-the-uk-2025-may-when-society-publishing-suffers-research-suffers/', 'https://www.scholcommlab.ca/2025/09/03/nih-apc-caps/', 'https://www.ecfr.gov/current/title-2/subtitle-A/chapter-II/part-200/subpart-E/subject-group-ECFRed1f39f9b3d4e72/section-200.461', 'Draft-Public-Access-Policy-508C.pdf', 'https://news.cornell.edu/stories/2023/10/research-repository-arxiv-receives-10m-upgrades', 'https://unsub.org/', 'https://www.researchprofessionalnews.com/rr-news-uk-views-of-the-uk-2025-may-when-society-publishing-suffers-research-', 'www.publishers.org', 'https://www.stlouisfed.org/publications/regional-economist/2022/mar/why-price-controls-should-stay-history-books', 'https://www.sciencedirect.com/science/article/pii/S1751157724000865?via%3Dihub', 'https://plos.org/financial-overview/', 'https://www.pnas.org/doi/epdf/10.1073/pnas.2420092122', 'https://scholarlykitchen.sspnet.org/2025/08/20/2025-update-quantifying-consolidation-in-the-scholarly-journals-', 'Unsub.org', 'https://theplosblog.plos.org/2022/09/plos-cheers-the-ostp-memorandum/', 'https://www.wipo.int/en/web/global-innovation-index/w/blogs/2024/end-of-year-', 'https://www.ecfr.gov/current/title-45/subtitle-A/subchapter-A/part-75/subpart-E/subject-group-ECFR5d90ba314caea08/section-75.461', 'https://direct.mit.edu/qss/article/4/1/1/114456/Impact-of-the-2022-OSTP-memo-A-', 'https://www.heritage.org/economic-and-property-rights/report/pandemics-patents-and-price-controls', 'https://scholarlykitchen.sspnet.org/2025/08/20/2025-update-quantifying-consolidation-in-the-scholarly-journals-market/?informz=1&nbd=&nbd_source=informz', 'https://unpaywall.org/', 'Unpaywall.org', 'https://bigdeal.sparcopen.org/cancellations?_gl=1*1fr1py5*_ga*ODA4MDY5ODQyLjE2OTY5NjQ3MjA.*_ga_DE4645Q6GK*MTY5ODE2MzIwMS4xMC4wLjE2OTgxNjMyMDEuMC4wLjA.', 'https://arxiv.org/abs/2407.16551', 'https://sparcopen.org/our-work/big-deal-knowledge-base/contracts-library/', 'https://grants.nih.gov/grants/policy/nihgps/html5/section_7/7.9_allowability_of_costs_activities.htm', 'https://osp.od.nih.gov/wp-content/uploads/2024/10/Compiled-Public-Comments-on-RFI-on-the-NIH-', 'https://direct.mit.edu/qss/article/4/1/1/114456/Impact-of-the-2022-OSTP-memo-A-bibliometric', 'https://policylabs.frontiersin.org/content/commentary-white-house-guidance-on-scientific-research', 'https://www.wipo.int/en/web/global-innovation-index/w/blogs/2024/end-of-year-edition', 'https://plos.org/fees/', 'https://www.govinfo.gov/content/pkg/PLAW-110publ161/pdf/PLAW-110publ161.pdf', 'https://www.pnas.org/doi/10.1073/pnas.2412688121', 'https://www.science.org/content/article/bid-expand-biorxiv-and-medrxiv-preprint-servers-move-newly-', 'https://www.deltathink.com/news-views-total-value-of-scholarly-journals-market', 'https://projects.propublica.org/nonprofits/organizations/453588477', 'https://www.nih.gov/news-events/nih-research-matters']"
839,[],[],"['https://en.wikipedia.org/wiki/Project_DEAL', 'sprweb.org']"
840,[],['10.1629/uksg.690'],"['https://crl.acrl.org/index.php/crl/article/view/25978/33917', 'https://insights.uksg.org/articles/10.1629/uksg.690', 'https://www.coalition-s.org/price-and-service-transparency-frameworks/', 'https://www.inasp.info/open-access-policy-options-paper', 'https://theplosblog.plos.org/2025/02/plos-price-transparency-update-2024/', 'https://zenodo.org/records/14261488', 'https://www.stm-publishing.com/aaas-survey-many-researchers-face-difficulties-paying-open-access-fees/', 'https://www.coalition-s.org/pricingframework-to-foster-global-equity-in-scholarly-publishing/', 'https://blog.ubiquitypress.com/new-u-ubiquity-press-apcbreakdown-8a5372952e72', 'https://theplosblog.plos.org/2025/02/plos-price-transparencyupdate-2024/', 'https://allea.org/it-matters-how-we-open-knowledge-allea-statement-on-equity-in-open-access/', 'https://openaccess.gatesfoundation.org/open-access-policy/', 'https://f1000research.com/for-authors/article-processing-charges', 'https://www.inasp.info/openaccess-policy-options-paper', 'https://esac-initiative.org/common-understanding-on-apcs/?utm_source=chatgpt.com', 'https://www.nature.com/articles/d41586-022-01414-7', 'https://blog.ubiquitypress.com/new-u-ubiquity-press-apc-breakdown-8a5372952e72', 'https://gatesopenresearch.org/documents/759', 'https://allea.org/it-matters-how-we-open-knowledgeallea-statement-on-equity-in-open-access/', 'https://www.coalition-s.org/wpcontent/uploads/2024/09/HowEquitableIsIt_Framework_criteria_definitions.pdf', 'https://www.stm-publishing.com/aaas-survey-manyresearchers-face-difficulties-paying-open-access-fees/', 'https://www.coalition-s.org/pricing-framework-to-foster-global-equity-in-scholarly-publishing/', 'https://esac-initiative.org/common-understanding-onapcs/?utm_source=chatgpt.com', 'https://gh.bmj.com/content/5/9/e003650', 'https://gatesopenresearch.org/documents/7-59', 'https://www.coalitions.org/price-and-service-transparency-frameworks/', 'https://www.coalition-s.org/wp-content/uploads/2024/09/HowEquitableIsIt_Framework_criteria_definitions.pdf']"
841,[],[],"['https://osp.od.nih.gov/comment-form-maximizing-research-funds-by-limiting-allowable-publishing-costs/', 'https://osp.od.nih.gov/comment-form-maximizing-research-funds-']"
845,"['(e.g., Klebel & RossHellauer, 2023)', '(Johnson & Fuesting, 2025)', '(e.g., Else, 2025)', '(e.g., Klebel & Ross-Hellauer, 2023)']",[],"['https://www.nature.com/articles/d41586-025-00968-6', 'www.fabbs.org', 'https://www.cupahr.org/resource/two-decades-of-change-faculty-discipline-trends-in-higher-ed-may-2025/', 'https://link.springer.com/article/10.1007/s11606-021-06659-y', 'https://doaj.org/', 'https://grants.nih.gov/grants/guide/notice-files/NOT-OD-25-138.html', 'https://doi.org/10.1162/qss_a_00245']"
846,[],['10.12688/f1000research.11369.2'],"['http://www.icmje.org/icmje-recommendations.pdf', 'https://publicationethics.org/resources/guidelines', 'https://doaj.org']"
848,[],[],"['https://osp.od.nih.gov/comment-form-maximizing-research-funds-by-', 'https://report.nih.gov/nihdatabook/report/155', 'https://www.aau.edu/key-issues/aau-', 'https://www.scholcommlab.ca/2025/09/03/nih-apc-caps/', 'https://www.aau.edu/key-issues/aau-submits-joint-comments-nih-draft-public-access-policy', 'https://osp.od.nih.gov/comment-form-maximizing-research-funds-by-limiting-allowable-publishing-costs/', 'https://grants.nih.gov/grants/guide/notice-files/NOT-OD-25-138.html', 'https://www.nih.gov/about-nih/nih-director/statements/nih-establish-new-policies-allowable-publication-costs']"
849,[],"['10.1186/s41073-021', '10.1186/s41073-021-00118-2']","['https://scholarlykitchen.sspnet.org/2021/06/16/whats-wrong-with-paying-for-peer-review/', 'https://scholarlykitchen.sspnet.org/2021/06/16/whats-wrong-with-paying-for\xad', 'https://www.reviewcommons.org/', 'https://rupress.org/pages/publication-fees-and-choices', 'https://journals.biologists.com/jcs/pages/manuscript-transfer-network', 'https://researchintegrityjournal.biomedcentral.com/articles/10.1186/s41073-021\xad', 'https://osp.od.nih.gov/comment-form-maximizing-research-funds-by-limiting-allowable-publishing-costs/', 'https://researchintegrityjournal.biomedcentral.com/articles/10.1186/s41073-021-00118-2']"
850,[],[],"['https://upstream.force11.org/capping-apcs-may-not-work/', 'https://www.ce-strategy.com/wp-content/uploads/2019/05/Value-of-Peer-Review-A-Report-from-American-Society-of-Hematology.pdf', 'https://www.niso.org/', 'aspet.org', 'https://publicationethics.org/', 'https://doaj.org/', 'https://www.science.org/content/article/scientific-fraud-has-become-industry-alarming-analysis-finds', 'https://www.pnas.org/doi/10.1073/pnas.2420092122']"
851,"['(April 11, 2023)', '(launched in 1991)', '(arXiv 2023)']",[],"['https://info.arxiv.org/about/OSTP-04-11-2023.html', 'https://arxiv.org/abs/1706.03762', 'https://arxiv.org/abs/2501.12948']"
852,"['(June 26, 2025)', '(last visited Sept. 8, 2025)']",[],"['https://www.hhs.gov/ohrp/regulations-and-policy/guidance/faq/informedconsent/index.html', 'clinicaltrials.gov', 'https://www.hhs.gov/ohrp/regulations-and-policy/guidance/faq/informed-', 'index.html', 'https://report.nih.gov/', 'https://www.nih.gov/about-nih/science-health-public-trust/tools/explaining-how-research-works', 'https://grants.nih.gov/grants/guide/notice-files/NOT-OD-25-138.html']"
854,[],['10.12688/f1000research.11369.2'],"['http://www.icmje.org/icmje-recommendations.pdf', 'https://publicationethics.org/resources/guidelines', 'https://doaj.org']"
858,[],[],"['https://osp.od.nih.gov/comment-form-maximizing-research-funds-by-limiting-allowable-publishing-costs/', 'http://www.aera.net', 'http://www.aera.net/']"
860,[],"['10.1016/j.ijpsycho.2021.03.006', '10.1097/CCM.0000000000006637', '10.1111/(ISSN)1532-5415.NIA-50th-Anniversary', '10.1111/jgs.18837', '10.7717/peerj.4375', '10.1016/S0140-6736(21)02804-X']","['https://www.healthinaging.org/', 'https://agsjournals.onlinelibrary.wiley.com/doi/toc/10.1111/(ISSN)1532-5415.NIA-50th-Anniversary)', 'https://www.the-geyser.com/nih-poised-to-regulate-apcs/', 'HealthinAging.org', 'j.ijpsycho', 'https://grants.nih.gov/policy-and-compliance/policy-topics/inclusion/women-andminorities)', 'https://grants.nih.gov/policy-and-compliance/policy-topics/inclusion/lifespan)']"
862,[],[],"['https://strategiesos.org/', 'https://www.rapidscience.org/', 'https://incentivizingopen.org/']"
863,"['(Office of Science and Technology Policy, 2024)', '(ASAPbio, Creative Commons, 2025)', '(June 2024)', '(INASP, 2025)']","['10.1162/qss_a_00272', '10.31263/voebm.v72i2.2837']","['https://doi.org/10.31263/voebm.v72i2.2837', 'https://doi.org/10.1162/qss_a_00272', 'https://www.inasp.info/open-access-policyoptions-paper', 'https://www.inasp.info/open-access-policy-options-paper', 'https://asapbio.org/preprint-policy-framework/', 'https://bidenwhitehouse.archives.gov/wp-content/uploads/2024/06/2024-Report-to-Appropriation', 's-Committee-on-Scholarly-Publishing-and-Public-Access-Implementation.pdf', 'http://orfg.org']"
864,[],[],"['https://scholarlykitchen.sspnet.org/2021/06/16/whats-wrong-with-paying-for-peer-review/', 'https://www.scholcommlab.ca/2025/09/03/nih-apc-caps/', 'https://www.embo.org/features/the-cost-of-scientific-publishing/)', 'https://upstream.force11.org/capping-apcs-may-not-work/)', 'https://www.embo.org/features/thecost-of-scientific-publishing/)', 'https://www.whitehouse.gov/presidentialactions/2025/05/restoring-gold-standard-science/)', 'https://bidenwhitehouse.archives.gov/wpcontent/uploads/2022/08/08-2022-OSTP-Public-Access-Memo.pdf)', 'https://www.ecfr.gov/current/title-2/subtitle-A/chapter-II/part200/subpart-E/subject-group-ECFRed1f39f9b3d4e72/section-200.461)', 'https://www.ecfr.gov/current/title-2/subtitle-A/chapter-II/part-200/subpart-E)']"
865,['Haustein et al. (2025)'],['10.1162/qss_a_00272'],"['https://www.deltathink.com/news-views-open-access-charges-price-increases-back-on-trend', 'https://zenodo.org/records/10729575', 'https://www.researchprofessionalnews.com/rrnews-world-2025-2-elsevier-parent-company-reports-10-rise-in-profit-to-3-2bn/', 'https://scholarworks.alaska.edu/handle/11122/6928', 'https://www.scholcommlab.ca/2025/09/03/nih-apc-caps/', 'https://doi.org/10.1162/qss_a_00272', 'https://www.openapc.net/', 'https://peercommunityin.org/', 'https://infrafinder.investinopen.org)', 'https://prereview.org/']"
